aX,aY,aZ,gX,gY,gZ
0.797,-0.497,-0.108,-0.549,5.676,8.057
0.799,-0.497,-0.106,-0.122,4.944,8.362
0.807,-0.494,-0.104,0.183,3.906,8.301
0.814,-0.484,-0.099,0.977,3.052,8.362
0.812,-0.483,-0.090,2.258,2.563,8.362
0.810,-0.490,-0.078,3.601,2.258,8.301
0.806,-0.493,-0.068,4.028,2.441,7.874
0.805,-0.493,-0.068,2.625,2.808,7.507
0.815,-0.479,-0.073,0.916,2.991,7.202
0.824,-0.465,-0.081,0.183,3.357,7.080
0.828,-0.459,-0.089,1.099,3.479,6.775
0.824,-0.472,-0.094,3.113,3.662,6.348
0.819,-0.486,-0.090,4.517,3.723,5.432
0.827,-0.493,-0.095,4.883,4.272,4.883
0.832,-0.494,-0.099,4.700,5.066,4.822
0.835,-0.500,-0.104,3.723,5.371,4.883
0.843,-0.499,-0.112,2.136,5.371,4.761
0.856,-0.498,-0.114,0.549,4.700,4.211
0.864,-0.494,-0.114,-0.183,3.967,3.723
0.865,-0.492,-0.116,0.122,3.113,3.296
0.866,-0.496,-0.119,0.854,2.441,2.930
0.868,-0.490,-0.117,1.160,2.258,2.563
0.871,-0.486,-0.114,1.160,2.258,2.380
0.870,-0.492,-0.113,1.221,2.136,2.319
0.877,-0.487,-0.114,0.671,1.892,2.319
0.883,-0.485,-0.112,-0.305,1.587,2.136
0.890,-0.485,-0.109,-0.610,1.221,1.892
0.896,-0.496,-0.103,-0.366,0.793,1.709
0.887,-0.498,-0.095,-0.305,0.488,1.587
0.875,-0.506,-0.083,-0.427,0.671,1.465
0.868,-0.505,-0.078,-1.160,1.648,1.709
0.865,-0.503,-0.074,-1.770,2.686,2.136
0.866,-0.502,-0.069,-2.686,4.150,2.441
0.869,-0.500,-0.070,-3.967,5.615,2.747
0.869,-0.494,-0.073,-5.188,6.775,2.869
0.868,-0.488,-0.089,-5.005,7.690,2.686

-0.055,1.958,0.520,-14.771,-52.551,203.796
-0.008,2.034,0.542,-1.587,-44.250,178.833
0.038,2.076,0.588,12.146,-36.133,157.837
0.084,2.098,0.636,21.179,-27.649,140.137
0.117,2.113,0.674,22.827,-18.677,123.291
0.153,2.151,0.706,17.151,-8.972,106.201
0.193,2.194,0.721,6.470,0.061,87.402
0.227,2.253,0.709,-5.920,9.644,66.162
0.259,2.318,0.677,-15.808,19.409,41.748
0.303,2.357,0.631,-21.851,27.527,15.686
0.337,2.373,0.586,-23.560,33.386,-11.597
0.349,2.346,0.549,-22.888,36.804,-40.710
0.331,2.287,0.528,-19.775,38.879,-70.984
0.306,2.208,0.508,-15.686,41.382,-101.318
0.234,2.149,0.482,-11.536,45.044,-129.822
0.225,2.079,0.453,-5.554,50.171,-155.945
0.177,1.981,0.438,2.869,55.054,-179.626
0.140,1.845,0.441,10.437,60.181,-200.806
0.115,1.735,0.438,13.428,64.819,-219.604
0.080,1.627,0.439,12.695,69.153,-236.389
0.071,1.512,0.439,9.644,73.669,-252.136
0.090,1.398,0.424,4.578,78.491,-266.479
0.100,1.301,0.393,-0.977,82.153,-279.114
0.082,1.176,0.362,-6.958,84.961,-291.077
0.053,1.078,0.328,-14.343,87.769,-303.223
0.017,0.972,0.296,-22.156,90.759,-316.895
-0.011,0.875,0.254,-27.405,93.933,-331.482
-0.033,0.776,0.203,-27.771,96.497,-346.619
-0.056,0.630,0.146,-24.170,98.267,-361.511
-0.082,0.483,0.073,-18.127,98.633,-375.305
-0.098,0.335,0.000,-9.399,97.473,-387.878
-0.097,0.188,-0.065,0.977,93.811,-397.278
-0.108,0.048,-0.118,13.916,87.219,-404.602
-0.137,-0.150,-0.153,31.372,79.773,-410.522
-0.138,-0.379,-0.185,46.570,73.669,-410.828
-0.090,-0.629,-0.226,53.589,69.153,-403.625
-0.037,-0.930,-0.234,53.894,66.162,-389.587
0.035,-1.259,-0.273,41.870,65.796,-366.089
0.122,-1.440,-0.328,14.099,64.575,-331.482
0.203,-1.509,-0.373,-20.325,58.594,-290.649
0.266,-1.509,-0.374,-50.903,48.035,-248.474
0.300,-1.463,-0.353,-68.665,37.048,-206.116
0.287,-1.437,-0.348,-73.303,30.212,-167.664
0.297,-1.428,-0.345,-68.604,29.236,-132.324
0.313,-1.397,-0.349,-62.622,29.541,-103.699
0.363,-1.344,-0.352,-58.655,28.870,-82.214
0.426,-1.296,-0.352,-56.274,26.184,-65.918
0.492,-1.210,-0.343,-55.542,21.240,-52.429
0.562,-1.156,-0.341,-53.589,14.832,-42.114
0.625,-1.127,-0.324,-49.500,6.836,-34.485
0.671,-1.070,-0.288,-45.410,-1.770,-27.466
0.699,-1.009,-0.251,-41.382,-9.827,-21.362
0.726,-0.966,-0.215,-36.499,-16.602,-15.137
0.740,-0.926,-0.183,-31.189,-20.752,-9.705
0.775,-0.885,-0.151,-27.283,-23.193,-5.371
0.810,-0.828,-0.114,-24.841,-24.597,-2.563
0.828,-0.787,-0.086,-23.560,-24.597,-0.671
0.841,-0.768,-0.062,-22.156,-23.010,1.648
0.855,-0.729,-0.045,-22.217,-19.348,4.639
0.853,-0.686,-0.035,-22.827,-14.282,7.629
0.857,-0.648,-0.024,-22.705,-8.240,9.949
0.882,-0.615,-0.019,-21.606,-2.258,11.719
0.899,-0.595,-0.015,-20.691,2.136,12.573
0.908,-0.590,-0.013,-20.508,5.432,12.085
0.920,-0.578,-0.014,-21.729,7.385,11.230
0.918,-0.559,-0.017,-23.010,8.667,10.437
0.907,-0.535,-0.025,-22.949,10.071,9.338
0.898,-0.527,-0.039,-21.057,11.475,8.057
0.886,-0.531,-0.060,-17.456,12.817,6.897
0.872,-0.538,-0.075,-13.245,13.428,5.554
0.867,-0.546,-0.087,-9.399,13.489,4.333
0.860,-0.553,-0.091,-6.714,12.756,3.235
0.852,-0.557,-0.093,-4.944,11.475,2.258
0.838,-0.562,-0.101,-4.089,10.193,2.197
0.832,-0.566,-0.110,-2.991,9.155,2.747
0.822,-0.570,-0.120,-1.953,8.484,3.479
0.824,-0.572,-0.131,-0.977,7.812,4.700
0.835,-0.574,-0.135,0.122,6.897,6.042
0.834,-0.579,-0.129,0.061,5.188,7.629
0.823,-0.588,-0.121,-0.977,3.357,9.033
0.816,-0.572,-0.117,-3.052,2.136,9.827
0.813,-0.564,-0.107,-5.676,1.221,10.376
0.818,-0.550,-0.100,-7.751,0.244,10.986
0.825,-0.537,-0.096,-9.277,-0.549,11.353
0.833,-0.528,-0.086,-9.583,-1.343,12.146
0.845,-0.521,-0.074,-9.094,-2.258,12.756
0.843,-0.517,-0.064,-8.362,-3.479,13.000
0.848,-0.508,-0.049,-7.812,-4.578,12.756
0.854,-0.498,-0.029,-7.263,-5.615,11.963
0.855,-0.484,-0.005,-5.859,-6.714,10.925
0.857,-0.472,0.008,-3.967,-7.080,9.949
0.854,-0.470,0.021,-2.136,-6.897,9.277
0.845,-0.476,0.029,-0.610,-6.226,8.362
0.842,-0.487,0.036,-0.305,-4.639,7.263
0.849,-0.485,0.040,-1.160,-2.625,6.104
0.855,-0.480,0.035,-1.892,-0.610,5.371
0.856,-0.483,0.026,-1.587,1.099,5.310
0.864,-0.489,0.020,-0.671,1.953,5.615
0.861,-0.492,0.015,-0.244,2.502,5.676
0.855,-0.474,0.016,-1.404,2.563,5.310
0.841,-0.463,0.012,-1.892,2.808,4.456
0.834,-0.459,-0.004,-1.770,3.784,3.601
0.854,-0.458,-0.027,-1.038,4.761,2.930
0.895,-0.458,-0.040,0.916,4.883,2.563
0.904,-0.464,-0.037,3.235,3.601,2.502
0.883,-0.465,-0.032,4.456,1.831,2.075
0.860,-0.459,-0.030,4.333,1.099,0.793
0.854,-0.454,-0.033,3.906,1.404,-0.854
0.866,-0.466,-0.046,4.150,2.319,-1.953
0.892,-0.474,-0.062,5.310,2.808,-2.319
0.902,-0.489,-0.054,6.897,1.892,-2.197
0.889,-0.510,-0.040,6.897,0.366,-1.831
0.876,-0.512,-0.024,4.150,-0.977,-1.343
0.864,-0.500,-0.020,0.671,-1.221,-1.160
0.863,-0.492,-0.027,-1.038,-0.671,-1.038
0.872,-0.491,-0.037,-0.793,0.183,-0.854
0.867,-0.491,-0.037,1.099,0.000,-0.610
0.859,-0.501,-0.028,2.869,-0.427,-0.305
0.857,-0.521,-0.008,2.502,-0.916,-0.122

-0.036,2.062,0.520,35.645,-34.912,160.889
0.022,2.113,0.524,41.748,-29.236,133.789
0.067,2.122,0.525,46.509,-25.024,109.192
0.097,2.115,0.545,48.157,-21.606,85.388
0.121,2.089,0.583,45.349,-17.639,62.500
0.152,2.068,0.617,36.072,-13.428,40.710
0.175,2.044,0.626,21.240,-9.399,19.531
0.188,2.009,0.614,4.822,-5.188,-2.136
0.201,1.970,0.597,-11.169,-0.916,-24.414
0.225,1.943,0.570,-26.062,3.357,-47.485
0.260,1.932,0.532,-38.269,7.263,-70.862
0.278,1.896,0.499,-44.006,10.315,-93.384
0.285,1.841,0.470,-43.579,12.146,-115.540
0.293,1.748,0.446,-39.490,13.489,-138.550
0.291,1.657,0.434,-34.180,14.465,-160.278
0.285,1.550,0.433,-27.222,15.686,-181.396
0.283,1.441,0.443,-20.386,17.700,-200.317
0.277,1.309,0.441,-15.747,20.691,-213.135
0.269,1.209,0.445,-13.000,24.719,-226.074
0.258,1.098,0.459,-11.658,29.114,-235.291
0.271,0.986,0.477,-13.855,33.813,-243.958
0.251,0.894,0.483,-21.973,39.063,-251.282
0.235,0.789,0.466,-36.011,45.532,-258.728
0.259,0.725,0.424,-52.673,52.856,-266.785
0.297,0.671,0.390,-66.284,58.105,-274.170
0.323,0.621,0.345,-75.378,60.120,-280.457
0.338,0.583,0.302,-79.895,58.960,-285.583
0.350,0.527,0.262,-79.224,56.091,-288.940
0.354,0.479,0.232,-75.439,52.124,-290.771
0.333,0.368,0.213,-70.801,47.729,-293.579
0.344,0.264,0.172,-67.139,43.152,-298.401
0.360,0.221,0.157,-61.829,36.743,-306.030
0.373,0.133,0.145,-53.772,29.663,-315.918
0.375,0.030,0.143,-39.307,25.269,-326.416
0.376,-0.082,0.138,-19.409,24.414,-335.083
0.383,-0.251,0.099,1.892,27.466,-338.684
0.379,-0.415,0.059,20.874,33.203,-334.961
0.396,-0.577,-0.000,35.583,40.588,-324.890
0.409,-0.748,-0.066,44.678,48.035,-309.631
0.456,-0.916,-0.122,48.218,52.063,-288.269
0.496,-1.080,-0.162,47.363,53.467,-262.085
0.495,-1.257,-0.178,42.664,54.138,-230.347
0.505,-1.387,-0.176,29.785,55.542,-194.580
0.432,-1.386,-0.175,11.414,59.692,-160.767
0.427,-1.429,-0.214,-9.521,66.406,-131.653
0.479,-1.357,-0.259,-28.442,71.411,-108.276
0.531,-1.276,-0.308,-41.687,73.669,-87.891
0.570,-1.210,-0.353,-47.119,72.998,-69.519
0.613,-1.149,-0.386,-47.424,70.251,-53.528
0.656,-1.085,-0.408,-44.983,64.758,-40.466
0.699,-1.022,-0.419,-40.894,55.969,-29.663
0.724,-0.959,-0.422,-35.461,44.983,-20.813
0.738,-0.903,-0.426,-27.954,32.898,-14.038
0.746,-0.867,-0.426,-19.043,20.935,-9.033
0.751,-0.861,-0.418,-11.292,9.460,-5.310
0.766,-0.841,-0.401,-5.920,-0.305,-2.197
0.793,-0.812,-0.381,-2.197,-8.118,0.854
0.823,-0.782,-0.346,0.916,-14.954,5.798
0.833,-0.774,-0.297,2.930,-20.691,11.597
0.835,-0.752,-0.245,0.793,-24.353,17.700
0.849,-0.705,-0.194,-4.761,-25.940,22.522
0.857,-0.645,-0.152,-11.597,-26.245,27.039
0.859,-0.593,-0.117,-17.273,-25.024,30.334
0.874,-0.547,-0.090,-22.278,-22.583,32.471
0.900,-0.501,-0.069,-26.245,-19.836,33.508
0.925,-0.454,-0.062,-28.076,-16.418,33.569
0.957,-0.423,-0.056,-27.222,-13.428,33.447
0.975,-0.397,-0.047,-25.269,-11.780,32.593
0.984,-0.375,-0.041,-22.400,-10.681,30.457
0.979,-0.354,-0.038,-18.311,-10.132,28.076
0.971,-0.346,-0.021,-13.916,-10.132,25.085
0.973,-0.346,0.000,-10.254,-10.071,21.484
0.974,-0.348,0.020,-7.690,-9.583,17.700
0.973,-0.353,0.036,-5.737,-9.399,14.404
0.962,-0.358,0.039,-4.395,-8.118,12.146
0.946,-0.368,0.035,-3.601,-5.981,10.498
0.927,-0.379,0.027,-2.869,-3.174,9.094
0.912,-0.383,0.012,-2.258,0.061,7.690
0.909,-0.390,0.002,-1.221,2.930,6.775
0.903,-0.395,-0.000,-0.610,5.310,6.348
0.886,-0.408,-0.002,-0.305,6.897,6.409
0.879,-0.420,-0.008,-1.404,8.484,6.592
0.882,-0.426,-0.014,-3.235,9.216,6.592
0.879,-0.423,-0.025,-5.676,9.521,6.836
0.873,-0.432,-0.042,-7.141,9.888,7.202
0.866,-0.441,-0.054,-7.996,10.315,8.057
0.866,-0.450,-0.056,-7.812,10.925,9.216
0.865,-0.457,-0.056,-8.057,11.414,10.864
0.864,-0.461,-0.054,-9.277,11.353,12.817
0.863,-0.464,-0.050,-11.536,10.742,14.832
0.859,-0.455,-0.054,-14.221,10.193,16.235
0.862,-0.444,-0.059,-15.686,9.766,16.968
0.868,-0.435,-0.066,-16.235,9.399,17.822
0.869,-0.420,-0.069,-15.686,9.094,18.188
0.868,-0.410,-0.065,-13.794,8.972,18.555
0.863,-0.407,-0.062,-11.780,8.789,18.555
0.868,-0.388,-0.064,-10.315,8.606,18.616
0.875,-0.381,-0.062,-8.850,8.179,18.005
0.873,-0.380,-0.060,-7.324,7.996,17.029
0.873,-0.373,-0.066,-6.287,7.874,15.991
0.875,-0.363,-0.066,-5.127,8.179,14.893
0.880,-0.368,-0.076,-3.906,8.911,13.977
0.887,-0.359,-0.078,-3.723,9.766,12.939
0.893,-0.357,-0.077,-3.113,10.437,11.780
0.905,-0.356,-0.079,-2.869,11.292,10.498
0.918,-0.351,-0.089,-2.625,12.024,9.033
0.930,-0.344,-0.095,-2.136,11.902,7.996
0.937,-0.339,-0.098,-1.343,11.292,7.202
0.937,-0.339,-0.100,0.122,10.376,6.165
0.934,-0.347,-0.103,1.587,9.277,4.639
0.934,-0.342,-0.111,2.686,7.935,3.052
0.943,-0.339,-0.117,4.333,6.470,1.587
0.951,-0.338,-0.113,6.226,4.944,0.977
0.939,-0.351,-0.109,7.507,3.601,1.160
0.926,-0.352,-0.105,7.324,2.991,1.831
0.920,-0.351,-0.110,6.165,3.540,1.770
0.928,-0.349,-0.121,4.822,4.395,2.075
0.931,-0.349,-0.127,3.723,5.249,2.380
0.928,-0.352,-0.134,2.136,5.859,2.625

-0.184,2.041,0.535,-24.170,-65.857,225.952
-0.065,2.294,0.502,-16.602,-49.500,196.533
0.021,2.448,0.470,0.854,-36.682,169.739
0.089,2.497,0.455,20.020,-27.588,142.212
0.149,2.496,0.439,35.828,-20.325,112.610
0.197,2.477,0.439,45.654,-14.648,82.153
0.251,2.440,0.454,48.767,-9.399,52.673
0.310,2.401,0.467,46.509,-4.700,25.635
0.353,2.354,0.475,39.001,-1.892,1.648
0.375,2.279,0.479,27.344,0.000,-20.935
0.390,2.216,0.473,12.573,1.343,-43.823
0.402,2.156,0.460,-2.319,2.441,-66.711
0.403,2.083,0.441,-15.259,3.967,-88.440
0.402,2.004,0.414,-25.513,5.920,-110.352
0.404,1.917,0.397,-31.067,7.874,-132.080
0.394,1.806,0.390,-31.860,9.583,-152.832
0.388,1.688,0.388,-31.067,11.047,-170.898
0.363,1.568,0.397,-30.029,12.146,-187.500
0.345,1.442,0.413,-30.212,14.160,-202.332
0.326,1.305,0.428,-32.104,17.395,-215.759
0.315,1.182,0.424,-36.865,22.705,-228.394
0.320,1.076,0.418,-42.847,28.503,-240.479
0.346,1.008,0.396,-48.828,33.875,-250.061
0.349,0.950,0.365,-52.979,37.476,-256.775
0.335,0.861,0.330,-53.223,40.161,-262.451
0.322,0.740,0.296,-51.208,41.992,-267.944
0.315,0.626,0.265,-49.744,43.396,-272.705
0.318,0.523,0.228,-50.049,44.922,-276.672
0.329,0.452,0.187,-50.781,46.448,-279.663
0.328,0.365,0.165,-48.584,47.791,-282.532
0.340,0.271,0.140,-44.983,49.072,-284.363
0.340,0.225,0.107,-40.222,49.988,-283.875
0.321,0.184,0.062,-31.921,50.049,-282.166
0.341,0.119,0.009,-17.883,49.866,-281.067
0.330,0.048,-0.044,1.648,50.537,-281.616
0.317,-0.083,-0.080,25.818,51.636,-283.203
0.323,-0.318,-0.099,49.744,54.199,-283.325
0.359,-0.516,-0.115,61.401,57.190,-280.090
0.405,-0.688,-0.114,60.120,58.472,-273.010
0.445,-0.871,-0.116,49.866,57.739,-259.888
0.467,-0.982,-0.128,31.616,55.725,-242.187
0.486,-1.040,-0.159,9.277,51.331,-222.046
0.520,-1.053,-0.181,-9.399,44.739,-199.402
0.544,-1.106,-0.191,-21.790,37.537,-176.392
0.561,-1.152,-0.193,-29.724,31.799,-153.381
0.569,-1.152,-0.187,-36.316,27.527,-129.700
0.555,-1.150,-0.178,-41.870,25.635,-106.506
0.555,-1.127,-0.181,-47.852,25.757,-84.473
0.593,-1.069,-0.192,-52.002,26.001,-65.125
0.617,-1.014,-0.209,-52.490,25.574,-49.377
0.646,-0.973,-0.231,-49.866,24.048,-36.377
0.688,-0.915,-0.239,-45.898,20.996,-26.794
0.716,-0.872,-0.244,-40.833,17.029,-19.165
0.733,-0.832,-0.244,-35.767,12.085,-12.512
0.747,-0.802,-0.242,-30.090,7.446,-7.263
0.755,-0.787,-0.230,-26.489,3.357,-2.686
0.769,-0.752,-0.211,-26.123,0.610,0.427
0.795,-0.700,-0.195,-27.588,-1.160,4.211
0.829,-0.640,-0.186,-28.198,-2.014,8.545
0.857,-0.587,-0.173,-26.306,-2.869,12.817
0.865,-0.543,-0.158,-23.499,-3.357,16.052
0.868,-0.519,-0.142,-22.095,-3.235,17.578
0.869,-0.492,-0.138,-22.156,-2.136,17.761
0.889,-0.463,-0.143,-21.912,-0.427,16.846
0.917,-0.428,-0.154,-20.081,0.916,15.625
0.934,-0.407,-0.162,-16.418,1.038,14.099
0.933,-0.396,-0.160,-12.695,0.244,12.573
0.926,-0.389,-0.143,-10.193,-0.610,10.376
0.929,-0.387,-0.127,-9.338,-0.671,8.118
0.937,-0.385,-0.129,-8.606,0.244,5.676
0.941,-0.384,-0.136,-7.019,0.916,3.784
0.938,-0.400,-0.140,-3.967,1.221,2.258
0.935,-0.424,-0.129,-1.770,1.343,1.404
0.926,-0.437,-0.120,-2.319,1.282,1.404
0.934,-0.430,-0.117,-4.456,1.160,1.831
0.956,-0.414,-0.116,-5.981,0.977,2.197
0.965,-0.399,-0.113,-5.676,0.854,2.502
0.958,-0.392,-0.107,-3.601,0.977,2.625
0.934,-0.393,-0.098,-1.648,1.221,2.075
0.918,-0.403,-0.093,-0.793,2.136,0.610
0.925,-0.406,-0.091,-0.244,3.845,-0.854
0.949,-0.409,-0.086,-0.183,5.127,-1.343
0.954,-0.404,-0.082,-1.099,5.249,-0.977
0.942,-0.402,-0.077,-1.526,5.066,-0.427
0.931,-0.401,-0.079,-1.221,5.005,0.122
0.915,-0.397,-0.086,-0.488,5.127,0.061
0.911,-0.402,-0.089,0.549,5.371,-0.549
0.911,-0.402,-0.099,1.343,5.737,-0.793
0.912,-0.403,-0.105,1.648,5.920,-1.038
0.910,-0.405,-0.110,2.136,5.676,-0.916
0.913,-0.408,-0.108,1.953,5.188,-0.305
0.910,-0.404,-0.102,0.549,4.578,0.854
0.910,-0.387,-0.100,-1.282,3.967,1.892
0.902,-0.385,-0.098,-2.563,3.601,2.441
0.901,-0.383,-0.102,-3.418,3.784,2.808
0.903,-0.377,-0.106,-3.723,4.272,2.930
0.902,-0.375,-0.110,-3.784,4.700,2.686
0.901,-0.382,-0.109,-3.357,4.944,2.136
0.900,-0.382,-0.109,-3.662,4.700,1.587
0.902,-0.376,-0.110,-4.211,4.150,1.038
0.900,-0.374,-0.116,-4.272,3.418,0.610
0.892,-0.380,-0.122,-3.662,2.625,0.183
0.895,-0.385,-0.128,-2.686,2.075,-0.549
0.896,-0.385,-0.133,-1.404,1.770,-1.038
0.896,-0.393,-0.141,0.244,1.221,-1.648
0.890,-0.399,-0.144,2.441,0.183,-2.075
0.876,-0.408,-0.141,4.761,-1.221,-2.380
0.857,-0.432,-0.129,5.676,-2.441,-2.686
0.861,-0.443,-0.116,4.883,-2.747,-2.747
0.879,-0.444,-0.115,3.540,-2.441,-2.380
0.890,-0.441,-0.113,2.502,-2.380,-1.831
0.884,-0.442,-0.110,2.502,-2.686,-0.854
0.873,-0.447,-0.102,2.502,-3.113,0.366
0.869,-0.443,-0.091,1.770,-3.052,1.526
0.865,-0.434,-0.088,0.610,-2.502,2.441
0.881,-0.429,-0.094,-0.244,-1.709,3.296
0.911,-0.414,-0.096,-0.183,-1.465,4.272
0.916,-0.412,-0.094,0.366,-1.770,5.493
0.913,-0.403,-0.092,0.671,-2.197,6.104

0.079,2.238,0.529,-5.371,-19.958,138.672
0.084,2.501,0.476,-40.222,-8.545,110.474
0.115,2.733,0.384,-61.646,3.113,74.463
0.153,2.908,0.270,-65.735,13.977,33.386
0.241,2.974,0.164,-52.795,20.813,-11.292
0.293,2.885,0.105,-27.405,22.583,-57.983
0.323,2.699,0.079,-1.343,19.775,-101.990
0.334,2.477,0.089,16.357,13.977,-139.404
0.333,2.215,0.119,25.635,7.446,-171.509
0.329,1.970,0.147,25.940,2.380,-198.792
0.326,1.765,0.175,18.311,-0.793,-220.825
0.329,1.579,0.196,7.080,-3.052,-238.892
0.328,1.399,0.205,-4.639,-4.517,-253.906
0.334,1.251,0.212,-15.808,-5.676,-265.869
0.335,1.096,0.224,-25.452,-6.226,-275.085
0.336,0.936,0.246,-33.508,-6.104,-280.823
0.332,0.779,0.268,-42.603,-4.883,-282.410
0.331,0.669,0.274,-54.199,-1.770,-279.602
0.335,0.601,0.254,-68.176,3.174,-273.560
0.326,0.543,0.216,-80.994,8.606,-266.724
0.323,0.456,0.169,-90.393,14.343,-260.193
0.344,0.369,0.114,-96.497,19.836,-255.615
0.379,0.307,0.065,-99.976,23.621,-253.113
0.412,0.231,0.027,-99.121,25.269,-251.099
0.429,0.180,0.008,-95.093,24.109,-248.718
0.429,0.110,0.013,-87.341,20.447,-246.704
0.421,-0.001,0.018,-75.989,16.663,-244.568
0.422,-0.145,0.013,-64.453,14.099,-240.723
0.440,-0.264,0.004,-57.373,12.085,-235.291
0.450,-0.362,-0.006,-53.772,9.399,-228.638
0.460,-0.458,-0.012,-51.147,6.409,-221.436
0.477,-0.589,-0.018,-48.584,3.845,-212.769
0.506,-0.693,-0.022,-48.889,1.587,-201.111
0.533,-0.774,0.001,-52.734,-2.197,-186.951
0.557,-0.856,0.048,-57.739,-9.155,-172.913
0.568,-0.905,0.095,-62.012,-17.761,-160.034
0.560,-0.930,0.132,-63.293,-25.269,-148.071
0.560,-0.982,0.159,-60.486,-29.602,-136.658
0.566,-1.007,0.168,-56.152,-30.640,-125.000
0.589,-1.015,0.168,-50.720,-28.564,-112.732
0.625,-1.011,0.159,-44.556,-23.743,-98.572
0.658,-1.008,0.151,-37.903,-17.761,-82.520
0.684,-1.002,0.147,-33.508,-12.512,-65.430
0.693,-0.981,0.148,-31.860,-7.080,-49.561
0.714,-0.940,0.137,-31.250,-1.343,-35.767
0.740,-0.892,0.111,-31.006,4.639,-24.170
0.776,-0.830,0.069,-30.762,10.071,-15.442
0.823,-0.755,0.027,-30.029,13.428,-9.155
0.867,-0.678,-0.008,-28.625,14.404,-4.517
0.906,-0.612,-0.032,-25.208,14.038,-1.404
0.936,-0.558,-0.049,-21.118,12.756,1.587
0.950,-0.513,-0.061,-17.334,10.925,4.944
0.966,-0.465,-0.072,-15.015,9.460,7.446
0.971,-0.418,-0.074,-14.404,8.301,8.545
0.973,-0.383,-0.063,-15.442,7.629,8.728
0.984,-0.339,-0.058,-16.785,7.935,7.812
0.995,-0.291,-0.063,-17.090,8.545,6.104
1.002,-0.255,-0.069,-15.686,8.118,3.723
1.001,-0.244,-0.071,-13.123,7.080,0.488
1.000,-0.243,-0.070,-10.132,5.920,-2.991
0.997,-0.246,-0.064,-7.751,4.761,-7.019
0.984,-0.259,-0.055,-5.615,3.723,-10.681
0.971,-0.286,-0.047,-3.540,2.686,-13.794
0.962,-0.313,-0.038,-2.563,1.892,-15.930
0.957,-0.322,-0.031,-2.563,1.648,-16.968
0.951,-0.332,-0.020,-3.296,1.648,-17.151
0.940,-0.341,-0.017,-4.089,1.831,-16.541
0.936,-0.348,-0.025,-5.066,2.441,-16.113
0.927,-0.364,-0.038,-5.005,3.235,-16.785
0.912,-0.388,-0.049,-4.028,4.028,-17.822
0.917,-0.407,-0.052,-3.540,4.639,-18.860
0.925,-0.419,-0.052,-3.540,4.639,-18.860
0.926,-0.427,-0.057,-3.967,3.845,-17.395
0.920,-0.429,-0.055,-4.272,2.258,-15.442
0.908,-0.431,-0.046,-4.272,0.610,-13.672
0.892,-0.434,-0.029,-3.601,-0.793,-12.512
0.883,-0.446,-0.017,-2.380,-1.099,-11.963
0.881,-0.458,-0.012,-1.648,-0.977,-11.414
0.878,-0.473,-0.006,-1.465,-0.793,-10.803
0.873,-0.488,-0.004,-2.197,-0.488,-9.766
0.884,-0.490,-0.005,-4.150,0.183,-8.179
0.889,-0.484,-0.008,-5.615,0.610,-6.104
0.894,-0.475,-0.005,-6.226,0.488,-4.028
0.898,-0.463,-0.001,-5.981,0.122,-2.075
0.895,-0.451,0.003,-5.676,-0.549,-0.977
0.898,-0.443,0.003,-4.883,-0.732,-0.732
0.909,-0.434,-0.000,-3.113,-0.732,-0.854
0.913,-0.433,-0.002,-0.854,-1.038,-1.038
0.909,-0.434,0.001,1.099,-1.343,-0.916
0.904,-0.435,0.011,2.380,-1.892,-0.854
0.911,-0.428,0.020,2.808,-2.014,-0.610
0.920,-0.417,0.028,1.709,-1.953,-0.427
0.922,-0.408,0.034,0.549,-1.587,-0.061
0.926,-0.403,0.035,-0.122,-0.854,-0.061
0.939,-0.392,0.028,-0.366,0.610,-0.244
0.943,-0.386,0.016,0.244,1.526,-0.610
0.943,-0.394,0.013,1.953,1.892,-1.038
0.944,-0.386,0.020,3.113,1.953,-1.343
0.945,-0.380,0.018,3.662,1.953,-1.221
0.944,-0.387,0.024,4.028,1.709,-1.160
0.947,-0.392,0.024,3.845,1.953,-1.160
0.939,-0.406,0.019,3.540,2.441,-1.160
0.936,-0.414,0.012,2.991,2.686,-1.282
0.933,-0.421,0.003,2.991,2.869,-1.221
0.934,-0.422,-0.003,3.845,2.686,-0.854
0.927,-0.431,-0.000,4.578,1.892,0.000
0.924,-0.425,0.004,4.517,1.099,1.221
0.922,-0.415,0.009,3.601,0.305,2.441
0.921,-0.405,0.013,2.747,-0.244,3.296
0.925,-0.396,0.017,2.136,0.183,3.967
0.924,-0.382,0.021,1.526,0.427,4.639
0.912,-0.380,0.023,1.099,0.732,4.944
0.899,-0.374,0.016,0.427,1.221,4.761
0.896,-0.369,0.001,0.000,1.831,3.967
0.902,-0.369,-0.012,0.854,2.075,3.052
0.911,-0.370,-0.019,2.319,1.587,2.441
0.911,-0.376,-0.013,3.540,0.854,2.319
0.906,-0.387,-0.001,4.700,0.305,2.441
0.897,-0.392,0.008,4.456,-0.122,2.563

0.661,-1.630,-0.275,56.458,1.282,31.799
0.617,-1.739,-0.245,68.176,-4.333,57.007
0.605,-1.794,-0.218,76.477,-10.010,85.876
0.608,-1.793,-0.200,80.872,-15.015,117.798
0.581,-1.745,-0.170,83.679,-19.531,150.330
0.563,-1.670,-0.152,86.731,-22.461,180.237
0.564,-1.589,-0.142,90.149,-25.391,205.139
