aX,aY,aZ,gX,gY,gZ
0.052,-0.061,-1.222,-5.737,39.978,-4.639
0.051,-0.115,-1.206,-5.493,37.109,-6.897
0.067,-0.154,-1.185,-9.216,33.997,-6.958
0.080,-0.163,-1.160,-15.015,30.334,-4.944
0.075,-0.149,-1.133,-21.240,26.367,-2.197
0.090,-0.116,-1.105,-25.208,21.912,-0.671
0.081,-0.107,-1.069,-26.489,17.456,1.404
0.065,-0.078,-1.051,-25.269,13.733,2.563
0.010,-0.035,-1.055,-20.508,12.390,1.526
-0.025,-0.030,-1.058,-10.864,14.343,-1.282
-0.032,-0.072,-1.054,0.061,18.799,-4.272
-0.022,-0.109,-1.061,7.263,22.949,-5.859
-0.012,-0.126,-1.069,9.399,25.513,-5.127
-0.005,-0.153,-1.069,8.484,26.062,-2.869
0.002,-0.153,-1.070,3.723,24.780,-0.305
-0.001,-0.120,-1.066,-2.380,21.851,1.831
-0.021,-0.081,-1.066,-6.958,18.127,3.052
-0.040,-0.045,-1.068,-8.728,14.893,2.563
-0.064,-0.033,-1.070,-7.629,12.817,1.038
-0.057,-0.046,-1.066,-3.967,12.268,-1.953
-0.027,-0.081,-1.057,0.061,11.719,-5.493
-0.011,-0.118,-1.044,2.563,9.888,-7.019
0.000,-0.136,-1.035,2.197,7.690,-6.714
0.005,-0.151,-1.030,1.038,5.554,-5.737
-0.007,-0.141,-1.033,0.427,4.089,-4.700
-0.015,-0.125,-1.035,0.793,4.150,-3.479
-0.015,-0.116,-1.036,2.563,5.249,-1.770
-0.011,-0.110,-1.039,3.967,6.592,0.183
0.005,-0.103,-1.037,4.944,7.385,2.563
0.020,-0.098,-1.035,5.188,7.507,4.395
0.023,-0.082,-1.036,4.639,7.019,5.310
0.022,-0.068,-1.038,3.906,6.348,5.310
0.020,-0.053,-1.038,3.235,5.859,4.761
0.020,-0.045,-1.035,3.174,5.310,3.967
0.013,-0.043,-1.035,3.174,4.639,2.930
-0.004,-0.041,-1.038,2.563,4.028,2.136
-0.025,-0.045,-1.044,1.892,3.723,1.282
-0.025,-0.046,-1.048,1.282,4.272,0.000
-0.024,-0.048,-1.046,0.732,4.272,-0.977
-0.022,-0.054,-1.044,0.122,3.479,-1.526
-0.019,-0.067,-1.043,-0.427,2.197,-1.770
-0.016,-0.079,-1.036,-0.854,0.977,-2.319
-0.017,-0.088,-1.030,-1.099,-0.427,-2.808
-0.021,-0.092,-1.028,-1.465,-1.465,-2.808
-0.023,-0.088,-1.025,-1.526,-1.770,-2.563
-0.019,-0.087,-1.017,-0.793,-1.648,-2.197
-0.012,-0.092,-1.011,0.427,-1.526,-1.587
-0.008,-0.093,-1.007,1.038,-1.343,-1.099
-0.014,-0.094,-1.009,1.709,-1.160,-0.549
-0.018,-0.085,-1.006,1.831,-0.610,-0.366
-0.023,-0.085,-1.009,2.075,0.366,-0.366
-0.024,-0.080,-1.014,1.892,1.282,-0.366
-0.021,-0.079,-1.012,2.319,1.831,-0.427
-0.014,-0.087,-1.011,2.075,1.709,-0.488
-0.016,-0.082,-1.010,0.916,0.916,-0.549
-0.027,-0.078,-1.009,-0.793,-0.610,-0.732
-0.034,-0.076,-1.011,-2.075,-1.648,-1.343

-0.528,-0.151,-2.035,43.091,-57.373,-12.207
-0.547,-0.111,-2.135,45.349,-69.458,-11.902
-0.531,-0.126,-2.168,49.377,-83.069,-11.169
-0.485,-0.131,-2.179,49.683,-100.464,-8.545
-0.458,-0.081,-2.170,45.898,-123.291,-5.493
-0.505,-0.064,-2.126,42.480,-148.499,-3.357
-0.520,-0.074,-2.064,38.391,-173.889,-1.709
-0.505,-0.086,-1.980,32.104,-199.524,-0.549
-0.449,-0.053,-1.890,25.269,-225.769,-1.770
-0.410,-0.073,-1.789,19.836,-249.084,-5.981
-0.301,-0.058,-1.655,14.893,-271.667,-12.329
-0.210,-0.035,-1.526,9.277,-296.692,-15.076
-0.179,-0.044,-1.385,5.493,-319.824,-16.846
-0.102,-0.108,-1.210,1.160,-338.562,-16.663
-0.036,-0.088,-1.054,-6.714,-355.347,-14.832
-0.061,-0.010,-0.927,-12.268,-369.141,-10.193
-0.079,0.018,-0.769,-8.850,-376.770,-11.841
-0.045,0.037,-0.601,-0.366,-381.714,-16.846
-0.052,-0.009,-0.451,11.169,-382.874,-20.081
-0.062,-0.116,-0.314,21.729,-376.160,-20.508
-0.031,-0.182,-0.185,26.062,-365.784,-17.883
0.004,-0.177,-0.076,25.146,-355.591,-14.160
0.040,-0.183,0.029,24.048,-346.191,-9.277
0.079,-0.155,0.130,23.987,-338.806,-2.563
0.092,-0.113,0.206,27.710,-331.421,1.587
0.080,-0.141,0.284,37.415,-322.632,1.770
0.140,-0.152,0.381,48.096,-313.965,-0.549
0.215,-0.225,0.463,55.176,-305.725,3.479
0.257,-0.306,0.557,56.763,-296.509,5.981
0.303,-0.278,0.666,52.551,-287.842,7.996
0.350,-0.295,0.779,47.546,-278.687,12.512
0.399,-0.326,0.901,42.114,-268.311,18.860
0.427,-0.321,1.019,34.363,-256.226,24.597
0.449,-0.281,1.119,24.963,-240.662,27.954
0.487,-0.220,1.232,16.968,-221.008,28.564
0.537,-0.171,1.377,10.986,-199.524,27.039
0.600,-0.167,1.513,5.981,-177.734,25.696
0.637,-0.141,1.612,-1.953,-157.288,25.818
0.624,-0.026,1.679,-12.573,-137.451,27.100
0.584,0.073,1.726,-21.362,-116.089,28.687
0.561,0.116,1.746,-28.015,-91.553,30.029
0.546,0.159,1.736,-34.546,-63.965,29.358
0.523,0.206,1.698,-40.283,-34.607,24.292
0.510,0.202,1.628,-44.922,-4.700,16.846
0.501,0.184,1.546,-50.537,24.963,9.216
0.495,0.174,1.464,-58.472,54.199,0.244
0.504,0.174,1.375,-66.284,81.482,-10.559
0.533,0.149,1.279,-72.510,105.896,-22.461
0.537,0.169,1.170,-77.881,125.854,-32.227
0.513,0.222,1.048,-80.078,142.578,-39.551
0.486,0.270,0.932,-76.416,157.410,-45.471
0.470,0.278,0.833,-66.101,171.082,-51.514
0.477,0.233,0.742,-52.246,183.350,-57.922
0.461,0.161,0.653,-38.513,194.519,-63.843
0.432,0.102,0.562,-29.236,205.688,-67.810
0.403,0.053,0.482,-24.597,217.346,-69.275
0.392,0.018,0.399,-22.461,228.088,-69.580
0.365,0.010,0.317,-21.667,237.976,-69.763
0.329,-0.007,0.236,-19.836,247.253,-70.251
0.313,-0.028,0.157,-15.991,256.287,-71.838
0.289,-0.012,0.069,-10.254,265.320,-74.341
0.251,0.005,-0.026,-1.038,274.475,-75.684
0.199,0.058,-0.157,13.611,284.302,-74.951
0.145,0.108,-0.343,36.987,297.180,-72.510
0.021,0.072,-0.526,69.214,316.406,-65.857
0.057,-0.090,-0.690,100.403,339.661,-55.481
0.073,-0.252,-0.832,116.333,361.877,-38.452
0.109,-0.418,-0.913,116.272,382.019,-14.648
0.157,-0.517,-0.993,96.375,394.775,13.794
0.012,-0.442,-1.145,62.744,401.062,40.527
-0.141,-0.204,-1.313,31.555,406.982,56.335
-0.219,-0.143,-1.437,15.991,414.856,65.613
-0.206,-0.184,-1.505,7.263,416.687,69.519
-0.172,-0.202,-1.512,-3.906,408.630,73.730
-0.130,-0.251,-1.484,-17.822,390.137,73.914
-0.103,-0.261,-1.477,-36.133,363.281,72.021
-0.206,-0.084,-1.529,-53.589,330.872,65.735
-0.046,0.105,-1.432,-57.190,301.819,52.673
-0.635,-0.071,-1.637,-52.612,266.174,39.734
-0.296,0.063,-1.531,-40.955,247.681,8.484
-0.167,0.150,-1.568,-31.921,227.539,0.916
-0.354,0.007,-1.539,-19.531,211.731,11.108
-0.360,-0.106,-1.529,-11.658,191.772,10.376
-0.285,-0.130,-1.560,-12.695,169.556,8.850
-0.333,-0.111,-1.583,-15.991,150.879,11.108
-0.384,-0.104,-1.588,-17.212,134.338,14.099
-0.393,-0.103,-1.596,-16.846,118.713,14.221
-0.384,-0.091,-1.597,-15.442,103.699,11.047
-0.339,-0.106,-1.574,-13.184,88.684,6.836
-0.261,-0.144,-1.538,-12.207,72.021,3.784
-0.206,-0.168,-1.499,-13.611,54.016,2.625
-0.173,-0.150,-1.455,-15.991,36.255,2.258
-0.144,-0.141,-1.404,-16.541,20.203,1.770
-0.148,-0.119,-1.365,-15.442,7.385,1.526
-0.154,-0.095,-1.332,-12.207,-0.610,-0.122
-0.132,-0.104,-1.292,-6.653,-4.395,-2.258
-0.090,-0.142,-1.247,-1.770,-6.714,-4.089
-0.051,-0.157,-1.206,0.000,-8.728,-5.188
-0.032,-0.161,-1.171,-0.916,-10.925,-5.188
-0.025,-0.160,-1.142,-2.747,-13.306,-4.272
-0.022,-0.143,-1.116,-4.700,-14.893,-3.479
-0.039,-0.134,-1.086,-5.676,-15.747,-2.563
-0.014,-0.128,-1.066,-5.981,-16.052,-2.441
-0.044,-0.132,-1.051,-5.859,-15.076,-1.709
-0.067,-0.110,-1.051,-5.859,-13.306,-1.770
-0.096,-0.099,-1.056,-5.188,-9.949,-1.343
-0.117,-0.108,-1.061,-3.601,-5.615,-1.465
-0.113,-0.120,-1.061,-2.930,-0.854,-1.770
-0.094,-0.141,-1.054,-3.296,2.686,-2.014
-0.075,-0.155,-1.048,-5.371,4.456,-2.075
-0.058,-0.158,-1.045,-8.423,4.028,-1.831
-0.046,-0.154,-1.039,-10.681,1.831,-1.709
-0.047,-0.149,-1.026,-11.292,-1.221,-1.953
-0.045,-0.139,-1.020,-10.498,-4.700,-2.258
-0.048,-0.132,-1.012,-8.545,-7.690,-2.441
-0.044,-0.154,-0.995,-5.798,-10.193,-2.686
-0.038,-0.168,-0.983,-3.723,-12.634,-2.441
-0.039,-0.172,-0.971,-3.174,-14.587,-2.258
-0.035,-0.171,-0.955,-3.723,-15.747,-1.831

-0.828,-0.355,-2.004,28.076,-3.174,-10.742
-0.859,-0.474,-2.126,31.677,-5.493,-10.559
-0.807,-0.585,-2.198,29.663,-18.127,-6.531
-0.648,-0.682,-2.185,20.081,-44.861,3.357
-0.451,-0.611,-2.120,4.395,-85.938,19.104
-0.342,-0.436,-2.067,-10.986,-134.583,37.415
-0.349,-0.216,-2.031,-17.456,-182.434,54.871
-0.359,-0.063,-1.968,-9.216,-221.741,63.599
-0.375,0.016,-1.871,8.057,-247.253,61.646
-0.407,0.021,-1.771,26.489,-259.949,55.603
-0.356,0.022,-1.668,41.931,-265.991,46.265
-0.268,-0.005,-1.552,52.917,-269.348,32.715
-0.213,-0.059,-1.462,58.655,-273.071,18.799
-0.141,-0.065,-1.339,59.326,-278.442,8.606
-0.056,-0.145,-1.215,57.617,-287.109,4.700
-0.021,-0.170,-1.105,51.453,-300.354,3.113
-0.032,-0.182,-0.993,43.274,-315.735,5.127
-0.061,-0.165,-0.914,34.668,-331.177,8.789
-0.077,-0.114,-0.798,30.151,-344.421,11.841
-0.040,-0.100,-0.673,30.579,-356.079,13.123
-0.005,-0.091,-0.547,32.532,-368.164,14.648
-0.014,-0.088,-0.438,34.485,-378.296,16.113
-0.034,-0.069,-0.329,35.034,-385.681,19.043
-0.035,-0.018,-0.220,34.302,-390.381,23.254
-0.036,0.059,-0.123,35.522,-391.357,28.320
-0.061,0.123,-0.043,40.894,-388.916,32.776
-0.111,0.133,0.054,50.903,-379.578,33.752
-0.091,0.096,0.175,63.721,-364.197,30.579
-0.032,0.032,0.297,74.646,-347.412,24.658
0.027,-0.025,0.427,81.055,-330.872,16.541
0.082,-0.106,0.544,83.008,-312.561,7.568
0.155,-0.181,0.661,80.994,-293.762,-2.563
0.271,-0.208,0.793,75.500,-278.259,-11.169
0.355,-0.251,0.925,65.186,-265.015,-15.137
0.473,-0.268,1.063,50.720,-252.930,-13.306
0.502,-0.272,1.208,33.325,-243.042,-3.540
0.556,-0.257,1.352,16.174,-232.300,10.193
0.584,-0.240,1.476,1.099,-217.590,21.301
0.545,-0.186,1.568,-13.794,-197.754,26.794
0.496,-0.037,1.628,-28.687,-171.021,31.311
0.446,0.109,1.662,-36.316,-136.902,30.579
0.427,0.237,1.678,-34.119,-96.741,23.560
0.445,0.318,1.669,-25.513,-53.162,14.282
0.493,0.331,1.625,-15.503,-9.338,6.287
0.553,0.338,1.547,-8.972,31.311,1.648
0.586,0.354,1.458,-5.005,68.298,-0.671
0.607,0.328,1.342,-3.418,101.624,-2.563
0.637,0.288,1.227,-5.554,130.371,-3.662
0.659,0.265,1.102,-11.902,154.480,-6.042
0.660,0.259,0.977,-20.813,175.232,-9.155
0.640,0.251,0.854,-29.724,192.993,-12.024
0.606,0.232,0.743,-37.292,207.703,-16.296
0.608,0.236,0.637,-42.847,220.093,-22.278
0.595,0.240,0.546,-45.898,231.384,-27.527
0.567,0.208,0.471,-46.692,241.028,-31.067
0.566,0.144,0.410,-45.410,248.535,-34.241
0.565,0.107,0.348,-45.044,253.113,-37.781
0.540,0.079,0.286,-44.617,256.531,-41.931
0.521,0.048,0.224,-43.945,259.155,-45.227
0.500,0.036,0.151,-43.335,261.169,-46.875
0.467,0.019,0.075,-41.870,262.573,-48.035
0.435,-0.014,0.002,-38.879,263.794,-48.828
0.423,-0.050,-0.080,-34.546,263.916,-49.683
0.379,-0.085,-0.173,-28.503,262.695,-52.368
0.304,-0.106,-0.307,-22.034,262.329,-55.237
0.238,-0.143,-0.459,-14.221,264.832,-57.007
0.258,-0.231,-0.573,-5.432,268.494,-57.434
0.365,-0.378,-0.640,-1.892,267.517,-51.636
0.376,-0.529,-0.756,-11.108,257.935,-37.415
0.287,-0.563,-0.902,-31.616,243.225,-21.362
0.294,-0.504,-1.010,-52.490,226.501,-8.423
0.232,-0.392,-1.119,-64.880,208.435,1.343
0.114,-0.230,-1.268,-63.782,191.345,5.615
0.142,-0.145,-1.337,-46.631,179.871,1.404
0.204,-0.171,-1.336,-18.677,173.035,-1.770
0.271,-0.232,-1.302,2.747,162.659,1.160
0.330,-0.307,-1.234,11.353,147.156,9.399
0.357,-0.331,-1.175,6.897,129.150,15.503
0.360,-0.267,-1.127,-4.700,112.488,18.982
0.332,-0.150,-1.093,-16.296,99.854,20.203
0.279,0.007,-1.073,-20.447,93.384,16.846
0.238,0.108,-1.053,-12.756,94.055,8.728
0.247,0.116,-1.026,2.991,99.792,-1.221
0.263,0.082,-1.024,19.287,106.689,-10.437
0.248,0.032,-1.042,31.982,113.892,-17.212
0.221,-0.082,-1.058,39.673,122.314,-18.799
0.204,-0.195,-1.071,37.781,130.737,-16.357
0.204,-0.250,-1.082,26.123,138.428,-13.000
0.213,-0.250,-1.097,8.789,143.311,-9.949
0.186,-0.169,-1.144,-7.812,144.958,-6.409
0.098,-0.020,-1.239,-15.625,145.874,-5.554
0.012,0.082,-1.339,-8.240,149.902,-9.338
0.009,0.033,-1.404,12.268,155.273,-14.648
0.038,-0.103,-1.433,32.837,158.447,-16.357
0.069,-0.250,-1.443,42.358,157.288,-13.245
0.087,-0.354,-1.435,37.231,150.818,-5.798
0.077,-0.378,-1.433,19.775,140.137,3.296
0.043,-0.314,-1.446,-1.343,127.502,12.146
0.020,-0.205,-1.452,-17.761,114.563,17.395
0.009,-0.090,-1.450,-24.902,102.112,18.372
0.003,-0.002,-1.434,-21.301,90.881,15.808
0.013,0.025,-1.404,-10.620,80.444,11.353
0.049,-0.017,-1.372,0.916,70.251,7.446
-0.001,-0.052,-1.344,7.690,59.021,5.676
-0.018,-0.097,-1.316,8.789,48.828,2.502
0.084,-0.065,-1.303,8.423,42.175,-0.793
0.049,-0.087,-1.268,4.578,35.889,2.197
0.043,-0.089,-1.236,0.854,30.334,1.953
0.062,-0.078,-1.221,-3.357,24.780,-0.671
0.040,-0.068,-1.203,-5.310,20.630,-3.540
0.060,-0.083,-1.182,-6.409,17.212,-5.737
0.080,-0.099,-1.158,-8.545,13.550,-6.348
0.085,-0.091,-1.136,-11.475,9.705,-5.981
0.074,-0.079,-1.129,-14.160,5.798,-6.042
0.073,-0.052,-1.114,-14.832,3.479,-6.104
0.064,-0.076,-1.092,-13.489,1.831,-5.554
0.073,-0.103,-1.075,-11.414,0.427,-6.287
0.080,-0.111,-1.062,-9.583,-0.427,-8.728
0.071,-0.117,-1.047,-8.545,-0.732,-9.644

-0.504,-0.211,-2.210,49.377,-50.110,-15.198
-0.505,-0.227,-2.261,46.692,-76.416,-12.939
-0.467,-0.232,-2.248,41.687,-106.750,-12.573
-0.398,-0.197,-2.169,34.363,-139.038,-10.315
-0.328,-0.137,-2.071,26.062,-171.753,-5.310
-0.322,-0.117,-1.971,17.761,-201.172,0.549
-0.426,-0.068,-1.912,6.958,-222.595,6.714
-0.530,0.010,-1.870,-3.296,-231.628,8.789
-0.439,-0.007,-1.773,-8.667,-230.286,6.897
-0.271,-0.084,-1.683,-14.587,-230.103,4.883
-0.249,-0.094,-1.637,-25.330,-236.633,4.822
-0.201,-0.108,-1.566,-34.668,-246.948,3.052
-0.123,-0.095,-1.494,-40.466,-261.841,2.563
-0.154,-0.055,-1.402,-39.734,-279.846,4.517
-0.134,-0.028,-1.263,-31.006,-296.936,1.770
-0.078,-0.059,-1.110,-19.165,-313.049,2.625
-0.094,-0.082,-0.978,-10.193,-328.003,7.812
-0.127,-0.067,-0.832,-5.127,-339.905,15.747
-0.109,-0.062,-0.682,-1.709,-348.511,23.987
-0.203,-0.096,-0.554,-1.343,-354.187,31.921
-0.212,-0.057,-0.413,-3.845,-354.858,33.386
-0.166,0.011,-0.283,-4.333,-349.365,38.391
-0.176,0.031,-0.175,-3.357,-341.431,47.180
-0.191,0.092,-0.079,2.808,-331.604,49.072
-0.212,0.123,0.021,14.832,-320.251,43.945
-0.003,0.234,0.152,32.898,-308.716,34.241
0.008,0.075,0.265,53.406,-299.133,28.259
0.069,0.052,0.395,71.411,-290.161,9.705
0.190,0.002,0.503,82.764,-281.738,2.869
0.286,-0.110,0.615,89.111,-272.583,6.165
0.338,-0.235,0.744,89.783,-263.977,9.705
0.430,-0.314,0.908,83.374,-255.066,11.475
0.567,-0.412,1.083,70.435,-246.460,15.625
0.695,-0.479,1.263,54.871,-238.281,20.142
0.763,-0.453,1.445,37.476,-230.774,20.325
0.783,-0.374,1.597,20.020,-221.985,21.423
0.750,-0.263,1.731,3.357,-207.458,26.550
0.686,-0.139,1.828,-12.573,-185.181,34.485
0.634,-0.017,1.885,-25.757,-153.931,42.236
0.587,0.123,1.884,-34.241,-114.563,44.250
0.536,0.244,1.849,-36.682,-67.932,38.757
0.533,0.326,1.779,-33.081,-17.700,26.550
0.560,0.387,1.677,-27.466,30.396,14.587
0.551,0.433,1.541,-23.315,75.134,6.836
0.571,0.421,1.399,-19.287,113.953,1.282
0.636,0.326,1.260,-16.907,146.240,-2.258
0.660,0.253,1.115,-20.813,171.143,-5.798
0.657,0.233,0.970,-29.480,190.735,-10.803
0.632,0.286,0.820,-38.452,207.581,-16.235
0.572,0.334,0.682,-42.969,222.473,-21.057
0.523,0.343,0.568,-40.527,237.366,-25.940
0.509,0.325,0.477,-33.508,251.648,-31.494
0.500,0.242,0.403,-24.902,265.442,-35.583
0.494,0.103,0.343,-19.165,276.917,-38.025
0.479,-0.010,0.291,-20.996,284.729,-39.917
0.481,-0.082,0.235,-30.945,288.269,-41.077
0.465,-0.114,0.186,-46.082,288.574,-39.429
0.411,-0.131,0.134,-63.232,286.865,-36.133
0.350,-0.140,0.081,-80.322,283.081,-34.180
0.313,-0.135,0.023,-95.520,278.137,-34.973
0.245,-0.111,-0.049,-106.323,272.949,-38.879
0.140,-0.083,-0.149,-109.192,269.287,-48.218
0.056,-0.030,-0.250,-101.624,269.104,-63.538
-0.026,0.036,-0.371,-82.153,271.606,-82.764
-0.086,0.051,-0.493,-52.856,277.100,-100.891
-0.071,-0.010,-0.576,-18.433,284.180,-112.427
-0.066,-0.144,-0.673,11.047,288.086,-113.953
-0.195,-0.230,-0.833,31.494,290.405,-108.337
-0.287,-0.313,-0.998,48.218,296.631,-102.417
-0.300,-0.416,-1.163,60.791,304.260,-93.323
-0.325,-0.452,-1.303,65.735,309.814,-79.956
-0.275,-0.464,-1.412,66.589,313.354,-62.622
-0.410,-0.612,-1.425,61.523,312.439,-38.513
-0.155,-0.569,-1.490,41.687,298.279,-21.484
-0.128,-0.502,-1.536,18.799,282.532,-4.456
-0.266,-0.404,-1.571,-0.183,260.742,20.935
-0.332,-0.305,-1.642,-12.573,232.727,29.968
-0.365,-0.147,-1.668,-12.268,209.839,24.536
-0.379,-0.124,-1.685,-4.700,190.674,22.827
-0.417,-0.073,-1.720,5.066,174.194,20.020
-0.443,-0.078,-1.743,15.381,161.560,15.442
-0.389,-0.165,-1.724,23.132,151.855,12.634
-0.314,-0.231,-1.699,21.301,140.808,12.512
-0.266,-0.204,-1.670,12.634,127.502,13.245
-0.233,-0.160,-1.644,4.883,112.305,14.587
-0.234,-0.110,-1.626,0.549,96.741,15.015
-0.262,-0.059,-1.621,0.305,83.252,12.939
-0.286,-0.044,-1.608,5.127,72.998,8.728
-0.282,-0.090,-1.581,11.353,64.697,3.418
-0.257,-0.149,-1.544,13.489,56.580,-0.793
-0.215,-0.187,-1.513,9.766,48.096,-3.052
-0.206,-0.211,-1.480,2.319,38.452,-3.357
-0.187,-0.180,-1.442,-6.165,28.137,-2.319
-0.173,-0.172,-1.402,-11.597,18.005,-1.526
-0.151,-0.174,-1.360,-13.367,9.216,-1.709
-0.126,-0.188,-1.319,-12.817,1.709,-2.014
-0.120,-0.198,-1.279,-11.108,-4.211,-2.197
-0.110,-0.223,-1.242,-10.132,-9.644,-1.709
-0.079,-0.249,-1.203,-10.193,-13.977,-0.793
-0.065,-0.252,-1.164,-10.681,-16.907,0.244
-0.047,-0.238,-1.131,-11.292,-19.775,1.282
-0.043,-0.217,-1.096,-10.925,-22.888,2.930
-0.040,-0.205,-1.066,-8.850,-24.841,5.066
-0.030,-0.194,-1.035,-7.202,-25.757,7.568
-0.019,-0.179,-1.005,-6.470,-25.696,10.620
-0.011,-0.147,-0.992,-6.287,-25.024,13.428
-0.036,-0.109,-0.981,-4.761,-23.254,14.648
-0.038,-0.092,-0.963,-1.099,-19.897,14.771
-0.042,-0.111,-0.950,3.357,-16.418,13.916
-0.032,-0.116,-0.944,6.836,-13.428,11.047
-0.025,-0.112,-0.939,10.132,-10.864,9.216
-0.037,-0.112,-0.937,13.916,-8.362,7.935
-0.049,-0.103,-0.943,17.639,-5.920,7.751
-0.055,-0.099,-0.948,20.569,-3.967,9.277
-0.051,-0.101,-0.946,22.095,-2.075,11.719
-0.050,-0.094,-0.945,21.851,-0.854,13.672
-0.040,-0.077,-0.944,20.691,-0.366,14.160
-0.034,-0.055,-0.948,19.226,-0.366,14.221
-0.028,-0.033,-0.952,18.677,-0.732,13.855

-0.458,-0.215,-1.917,24.902,-31.494,-10.498
-0.450,-0.216,-1.951,26.184,-54.749,-8.423
-0.432,-0.208,-1.958,27.039,-81.726,-6.714
-0.429,-0.200,-1.959,27.283,-110.107,-5.615
-0.470,-0.167,-1.963,26.611,-137.695,-5.554
-0.528,-0.146,-1.948,26.672,-160.950,-6.775
-0.535,-0.157,-1.923,27.100,-179.260,-8.545
-0.507,-0.153,-1.890,26.123,-193.848,-9.583
-0.467,-0.155,-1.862,24.231,-206.299,-10.742
-0.428,-0.190,-1.820,21.301,-218.750,-11.047
-0.351,-0.249,-1.757,16.235,-233.398,-11.780
-0.266,-0.302,-1.673,7.446,-251.953,-12.329
-0.212,-0.311,-1.578,-4.761,-273.804,-11.353
-0.150,-0.302,-1.474,-17.822,-296.936,-9.338
-0.127,-0.279,-1.397,-30.029,-320.557,-5.249
-0.121,-0.227,-1.288,-38.269,-342.346,-0.366
-0.095,-0.175,-1.162,-40.100,-362.427,4.700
-0.058,-0.151,-1.027,-37.048,-380.249,8.301
-0.023,-0.094,-0.911,-30.457,-396.484,13.855
-0.024,-0.074,-0.789,-19.653,-410.889,15.015
-0.038,-0.050,-0.695,-7.080,-422.668,15.381
-0.048,-0.035,-0.581,5.798,-430.115,16.296
-0.031,-0.034,-0.468,18.005,-433.716,15.503
-0.032,-0.035,-0.363,27.100,-434.814,14.526
-0.044,-0.017,-0.269,32.471,-433.960,14.221
-0.047,-0.045,-0.160,35.400,-430.664,13.916
-0.022,-0.105,-0.046,35.767,-425.720,14.587
-0.007,-0.126,0.048,30.884,-418.457,19.165
-0.013,-0.108,0.128,22.583,-408.752,24.902
-0.036,-0.080,0.201,16.479,-391.846,33.081
-0.028,-0.044,0.275,12.878,-370.361,42.480
-0.034,-0.027,0.394,14.099,-343.201,52.429
-0.017,-0.050,0.511,20.813,-314.331,57.495
0.044,-0.055,0.642,31.677,-286.072,60.608
0.072,-0.125,0.820,44.373,-258.728,61.096
0.135,-0.259,1.004,50.232,-237.061,56.885
0.249,-0.281,1.187,47.363,-219.543,48.279
0.355,-0.204,1.338,36.133,-207.520,41.748
0.363,-0.057,1.452,21.973,-199.524,42.419
0.295,0.104,1.574,13.306,-190.857,46.692
0.247,0.157,1.702,12.085,-180.359,50.171
0.249,0.145,1.789,14.282,-165.100,49.316
0.193,0.145,1.834,13.550,-145.386,43.396
0.104,0.162,1.846,7.629,-116.150,36.804
0.062,0.236,1.830,-2.747,-77.026,36.011
0.060,0.343,1.778,-12.451,-30.762,37.659
0.106,0.478,1.677,-18.188,17.151,34.241
0.069,0.412,1.634,-17.517,59.204,16.418
0.175,0.452,1.531,-16.418,107.971,-11.902
0.368,0.434,1.425,-14.282,159.363,-3.357
0.333,0.256,1.309,-17.029,194.397,-3.784
0.342,0.174,1.177,-26.672,223.022,-12.878
0.455,0.172,1.043,-39.490,245.972,-22.217
0.530,0.160,0.921,-50.354,262.207,-29.480
0.517,0.153,0.806,-58.228,273.499,-34.180
0.541,0.158,0.704,-60.974,284.302,-36.194
0.542,0.118,0.604,-60.486,292.786,-33.875
0.523,0.093,0.512,-57.617,300.415,-35.828
0.510,0.076,0.432,-53.345,307.312,-36.194
0.502,0.051,0.354,-48.096,313.782,-33.508
0.469,0.020,0.282,-42.114,319.092,-30.457
0.442,-0.014,0.220,-36.621,323.914,-29.114
0.420,-0.008,0.153,-31.921,327.393,-29.358
0.381,0.011,0.083,-25.513,330.322,-30.762
0.337,0.028,0.011,-16.113,332.764,-32.715
0.302,0.021,-0.063,-4.517,334.839,-35.278
0.237,-0.018,-0.163,7.874,336.792,-37.476
0.155,-0.055,-0.288,19.653,340.149,-39.307
0.090,-0.086,-0.409,30.273,346.008,-39.917
0.066,-0.114,-0.528,39.124,351.868,-40.649
0.051,-0.111,-0.642,45.776,357.178,-38.208
0.022,-0.142,-0.748,49.805,359.741,-32.715
0.003,-0.160,-0.869,51.941,359.253,-24.780
-0.154,-0.167,-0.979,51.392,359.070,-13.855
-0.129,-0.299,-1.101,45.166,355.835,-4.395
-0.025,-0.324,-1.166,29.480,347.046,8.789
-0.197,-0.341,-1.253,7.751,333.008,28.503
-0.177,-0.316,-1.290,-13.794,315.552,35.217
-0.107,-0.294,-1.318,-34.363,291.992,39.429
-0.199,-0.108,-1.413,-51.880,263.550,42.603
-0.348,0.090,-1.491,-54.199,238.647,37.964
-0.355,0.099,-1.527,-39.429,219.055,29.175
-0.343,0.066,-1.560,-20.447,202.271,21.851
-0.346,0.033,-1.574,-5.676,186.096,13.550
-0.298,-0.059,-1.557,2.991,170.227,7.446
-0.248,-0.146,-1.534,2.502,154.297,6.042
-0.266,-0.139,-1.549,-7.385,138.794,7.324
-0.286,-0.072,-1.566,-18.494,126.038,9.583
-0.297,-0.015,-1.575,-24.414,116.333,11.963
-0.321,0.036,-1.583,-23.804,108.521,11.902
-0.323,0.021,-1.583,-18.494,102.295,9.399
-0.260,-0.034,-1.564,-13.733,95.703,6.287
-0.203,-0.068,-1.547,-12.512,86.792,3.906
-0.161,-0.078,-1.534,-14.038,76.294,2.319
